cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
12471599,190000000000,1204414093,5/30/2016,06/09/2016,69.5,1,69.5,1,69.5,"27,66,843",READY TO WEAR,CASUAL RTW
15672549,889000000000,1200704419,05/06/2016,05/11/2016,29.99,1,29.99,1,29.99,"27,66,991",READY TO WEAR,MILLENNIAL/DENIM
15672549,889000000000,1200754624,05/06/2016,05/11/2016,29.99,1,29.99,1,29.99,"27,66,991",READY TO WEAR,MILLENNIAL/DENIM
11271766,706000000000,1197693554,4/24/2016,4/29/2016,44.25,2,88.5,2,88.5,"27,69,037",READY TO WEAR,COLLECTIONS RTW
11271766,706000000000,1204111390,5/30/2016,06/08/2016,39.99,2,79.98,2,79.98,"27,69,037",READY TO WEAR,COLLECTIONS RTW
10101802,725000000000,1196761045,4/19/2016,,6.99,1,6.99,,,"27,69,587",MENS & KIDS,TOTAL CHILDRENS
10101802,725000000000,1193355875,04/06/2016,,7.19,1,7.19,,,"27,69,587",MENS & KIDS,TOTAL CHILDRENS
14240963,821000000000,1210441817,07/07/2016,08/07/2016,37.99,1,37.99,1,37.99,"26,74,583",READY TO WEAR,CLASSIFICATIONS
14240963,821000000000,1217132298,7/29/2016,,31.19,1,31.19,,,"26,74,583",READY TO WEAR,CLASSIFICATIONS
11397935,705000000000,1194248573,04/10/2016,,11.99,1,11.99,,,"27,75,888",READY TO WEAR,SPECIAL SIZES
11397935,705000000000,1194056163,04/09/2016,,11.99,1,11.99,,,"27,75,888",READY TO WEAR,SPECIAL SIZES
12690293,37882394231,1252060590,10/01/2016,10/18/2016,16.49,1,16.49,1,16.49,"24,67,794",MENS & KIDS,TOTAL MENS
13884979,37882394231,1211987836,7/16/2016,,32,1,32,,,"24,67,794",MENS & KIDS,TOTAL MENS
12690293,37882394231,1211961099,7/16/2016,10/18/2016,17,1,17,1,17,"24,67,794",MENS & KIDS,TOTAL MENS
13884979,37882394231,1247162520,9/25/2016,,23.99,1,23.99,,,"24,67,794",MENS & KIDS,TOTAL MENS
14236097,822000000000,1194171342,04/10/2016,5/21/2016,24.99,1,24.99,1,24.99,"26,79,451",READY TO WEAR,MILLENNIAL/DENIM
14236097,822000000000,1202578785,5/20/2016,06/03/2016,19.99,2,39.98,2,39.98,"26,79,451",READY TO WEAR,MILLENNIAL/DENIM
15615946,93639099422,1199308280,05/01/2016,,44.25,1,44.25,,,"26,61,107",CENTER CORE,WOMENS SHOES
15615946,93639099422,1194101534,04/10/2016,5/16/2016,59,1,59,1,59,"26,61,107",CENTER CORE,WOMENS SHOES
15286708,706000000000,1188228277,3/13/2016,4/23/2016,55.88,1,55.88,1,55.88,"26,38,781",READY TO WEAR,COLLECTIONS RTW
15286708,706000000000,1192116738,04/02/2016,,44.99,1,44.99,,,"26,38,781",READY TO WEAR,COLLECTIONS RTW
10551071,789000000000,1207851557,6/18/2016,,15.99,1,15.99,,,"27,79,352",READY TO WEAR,SPECIAL SIZES
10551071,789000000000,1210154447,07/03/2016,,28.79,2,57.58,,,"27,79,352",READY TO WEAR,SPECIAL SIZES
11173547,733000000000,1207217927,6/16/2016,,120,4,480,,,"27,79,842",HOME,SOFT HOME
11173547,733000000000,1196589615,4/18/2016,,72.99,7,510.93,,,"27,79,842",HOME,SOFT HOME
10106510,706000000000,1200655609,05/06/2016,05/11/2016,39.99,1,39.99,1,39.99,"26,81,647",READY TO WEAR,COLLECTIONS RTW
10106510,706000000000,1199832925,05/03/2016,,44.63,1,44.63,,,"26,81,647",READY TO WEAR,COLLECTIONS RTW
10106510,706000000000,1201458147,05/11/2016,,35.24,1,35.24,,,"26,81,647",READY TO WEAR,COLLECTIONS RTW
10395449,889000000000,1188835803,3/16/2016,,54.99,1,54.99,,,"26,83,518",COST/WORKROOM/LEASE,LEASED
10395449,889000000000,1191647946,04/01/2016,,54.99,1,54.99,,,"26,83,518",COST/WORKROOM/LEASE,LEASED
12131201,706000000000,1233178005,09/01/2016,11/05/2016,11.99,1,11.99,1,11.99,"26,65,329",READY TO WEAR,SPECIAL SIZES
12131201,706000000000,1229385405,8/23/2016,9/13/2016,17.59,1,17.59,1,17.59,"26,65,329",READY TO WEAR,SPECIAL SIZES
15072400,706000000000,1282846089,11/05/2016,,13.99,1,13.99,,,"29,00,448",READY TO WEAR,COLLECTIONS RTW
15072400,706000000000,1232349423,8/28/2016,,13.8,2,27.6,,,"29,00,448",READY TO WEAR,COLLECTIONS RTW
10315275,807000000000,1220486118,08/06/2016,9/16/2016,15.1,1,15.1,1,15.1,"27,82,626",READY TO WEAR,CASUAL RTW
10315275,807000000000,1210269590,07/04/2016,,17.5,1,17.5,,,"27,82,626",READY TO WEAR,CASUAL RTW
13563324,711000000000,1337375040,12/10/2016,,14.62,1,14.62,,,"29,02,145",CENTER CORE,HANDBAGS & ACCESSORIES
10223040,711000000000,1333703286,12/06/2016,,16.38,1,16.38,,,"29,02,145",CENTER CORE,HANDBAGS & ACCESSORIES
13563324,711000000000,1314198090,11/26/2016,,14.62,1,14.62,,,"29,02,145",CENTER CORE,HANDBAGS & ACCESSORIES
10223040,711000000000,1315680801,11/26/2016,,14.62,1,14.62,,,"29,02,145",CENTER CORE,HANDBAGS & ACCESSORIES
14261825,889000000000,1263616045,1/14/2017,1/20/2017,17.99,1,17.99,1,17.99,"29,05,731",READY TO WEAR,SPECIAL SIZES
14261825,889000000000,1263346516,1/15/2017,,14.39,1,14.39,,,"29,05,731",READY TO WEAR,SPECIAL SIZES
14767217,889000000000,1304602116,11/24/2016,,14.99,1,14.99,,,"29,05,731",READY TO WEAR,SPECIAL SIZES
14767217,889000000000,1293083184,11/10/2016,12/02/2016,21.99,1,21.99,1,21.99,"29,05,731",READY TO WEAR,SPECIAL SIZES
12106212,43935715144,1208092960,6/18/2016,,19.99,1,19.99,,,"17,11,037",MENS & KIDS,TOTAL MENS
12106212,43935715144,1199063470,05/01/2016,,20.99,1,20.99,,,"17,11,037",MENS & KIDS,TOTAL MENS
10176190,760000000000,1195967353,4/16/2016,,21.99,1,21.99,,,"26,60,601",MENS & KIDS,TOTAL CHILDRENS
10176190,760000000000,1194544792,04/11/2016,4/23/2016,31.19,1,31.19,1,31.19,"26,60,601",MENS & KIDS,TOTAL CHILDRENS
15452978,190000000000,1270742034,10/26/2016,11/16/2016,128.25,1,128.25,1,128.25,"27,98,689",CENTER CORE,HANDBAGS & ACCESSORIES
15595062,190000000000,1258283788,11/15/2016,,102.6,1,102.6,,,"27,98,689",CENTER CORE,HANDBAGS & ACCESSORIES
15595062,190000000000,1300439034,11/16/2016,,102.6,1,102.6,,,"27,98,689",CENTER CORE,HANDBAGS & ACCESSORIES
15452978,190000000000,1298490333,11/16/2016,12/02/2016,102.6,1,102.6,1,102.6,"27,98,689",CENTER CORE,HANDBAGS & ACCESSORIES
14635491,841000000000,1210832809,07/10/2016,08/06/2016,39.99,1,39.99,1,39.99,"28,04,104",READY TO WEAR,COLLECTIONS RTW
14635491,841000000000,1220747646,08/06/2016,,24.99,1,24.99,,,"28,04,104",READY TO WEAR,COLLECTIONS RTW
10207220,618000000000,1201624644,05/10/2016,5/14/2016,25.99,1,25.99,1,25.99,"27,22,707",READY TO WEAR,CASUAL RTW
10207220,618000000000,1199838371,05/03/2016,5/14/2016,29.99,1,29.99,1,29.99,"27,22,707",READY TO WEAR,CASUAL RTW
13730979,706000000000,1339552209,12/12/2016,,53.24,1,53.24,,,"29,18,650",READY TO WEAR,CASUAL RTW
13730979,706000000000,1335491451,12/09/2016,01/02/2017,49.69,1,49.69,1,49.69,"29,18,650",READY TO WEAR,CASUAL RTW
10893194,888000000000,1251114126,10/01/2016,,10.92,2,21.84,,,"29,20,021",CENTER CORE,INTIMATE APPAREL/HOSIERY
10893194,888000000000,1231533159,8/28/2016,,12.8,1,12.8,,,"29,20,021",CENTER CORE,INTIMATE APPAREL/HOSIERY
11090182,190000000000,EG16680881711,8/16/2016,8/19/2016,78.74,1,78.74,1,78.74,"28,03,782",READY TO WEAR,SPECIAL SIZES
11090182,190000000000,1224278349,8/14/2016,8/22/2016,78.74,1,78.74,1,78.74,"28,03,782",READY TO WEAR,SPECIAL SIZES
13994418,841000000000,1211069476,07/12/2016,,13.49,1,13.49,,,"26,87,918",READY TO WEAR,SPECIAL SIZES
13994418,841000000000,1211736012,7/14/2016,,13.49,1,13.49,,,"26,87,918",READY TO WEAR,SPECIAL SIZES
14106727,884000000000,1204965357,06/02/2016,6/24/2016,14.99,1,14.99,1,12.49,"26,90,470",CENTER CORE,WOMENS SHOES
14106727,884000000000,1206033428,06/10/2016,,7.77,1,7.77,,,"26,90,470",CENTER CORE,WOMENS SHOES
11662810,884000000000,1206209930,06/10/2016,,2.49,1,2.49,,,"26,90,470",CENTER CORE,WOMENS SHOES
11662810,884000000000,1206244849,06/12/2016,,8.02,1,8.02,,,"26,90,470",CENTER CORE,WOMENS SHOES
12396715,888000000000,1214427708,7/21/2016,,9.25,2,18.5,,,"27,29,568",READY TO WEAR,MILLENNIAL/DENIM
12396715,888000000000,1216040553,7/27/2016,,8.79,1,8.79,,,"27,29,568",READY TO WEAR,MILLENNIAL/DENIM
13216228,890000000000,1210443716,07/04/2016,,49.99,1,49.99,,,"26,96,015",MENS & KIDS,TOTAL MENS
13216228,890000000000,1189365495,3/17/2016,,46.99,1,46.99,,,"26,96,015",MENS & KIDS,TOTAL MENS
10943839,888000000000,1189490453,3/19/2016,,48.75,1,48.75,,,"26,99,085",READY TO WEAR,MISSY TOTAL ACTIVE
10943839,888000000000,1190013017,3/23/2016,,48.75,1,48.75,,,"26,99,085",READY TO WEAR,MISSY TOTAL ACTIVE
11224407,706000000000,1341664383,12/12/2016,,31.99,1,31.99,,,"29,29,359",READY TO WEAR,COLLECTIONS RTW
11224407,706000000000,1263973869,10/18/2016,,32.79,1,32.79,,,"29,29,359",READY TO WEAR,COLLECTIONS RTW
15524715,638000000000,1238610396,09/11/2016,9/19/2016,13.59,1,13.59,1,13.59,"28,10,313",READY TO WEAR,MILLENNIAL/DENIM
15524715,638000000000,1240652580,9/15/2016,,8.99,1,8.99,,,"28,10,313",READY TO WEAR,MILLENNIAL/DENIM
11077164,690000000000,1210106619,07/04/2016,,34.98,1,34.98,,,"26,73,191",READY TO WEAR,CLASSIFICATIONS
11077164,690000000000,1198969937,4/30/2016,,34.98,1,34.98,,,"26,73,191",READY TO WEAR,CLASSIFICATIONS
11077164,690000000000,1247262993,9/26/2016,,34.98,1,34.98,,,"26,73,191",READY TO WEAR,CLASSIFICATIONS
10922575,706000000000,1197933498,4/25/2016,,35.24,1,35.24,,,"26,73,388",READY TO WEAR,COLLECTIONS RTW
10922575,706000000000,1197463074,4/21/2016,05/06/2016,46.99,1,46.99,1,46.99,"26,73,388",READY TO WEAR,COLLECTIONS RTW
11584478,190000000000,1222835013,08/11/2016,,44.99,1,44.99,,,"26,77,336",READY TO WEAR,SPECIAL SIZES
11584478,190000000000,1207947048,6/19/2016,6/28/2016,47.99,1,47.99,1,47.99,"26,77,336",READY TO WEAR,SPECIAL SIZES
14560507,890000000000,1191759600,04/01/2016,04/08/2016,136.5,1,136.5,1,136.5,"27,06,587",CENTER CORE,WOMENS SHOES
14560507,890000000000,1197531979,4/24/2016,,138.75,1,138.75,,,"27,06,587",CENTER CORE,WOMENS SHOES
10070398,726000000000,AR16090421888,9/29/2016,,103.69,1,103.69,,,"28,14,819",READY TO WEAR,CLASSIFICATIONS
10070398,726000000000,AR16090465983,9/29/2016,,103.69,1,103.69,,,"28,14,819",READY TO WEAR,CLASSIFICATIONS
11244162,716000000000,1204079436,5/29/2016,,79,1,79,,,"27,39,341",CENTER CORE,WOMENS SHOES
11244162,716000000000,1204069443,5/29/2016,06/04/2016,79,1,79,1,79,"27,39,341",CENTER CORE,WOMENS SHOES
12167173,25398155439,1242336783,9/15/2016,10/24/2016,5.25,1,5.25,1,5.25,"27,39,933",HOME,SOFT HOME
12167173,25398155439,1240801317,9/14/2016,,5.25,1,5.25,,,"27,39,933",HOME,SOFT HOME
10078423,612000000000,1203599098,5/27/2016,6/26/2016,69.99,1,69.99,1,69.99,"27,44,464",READY TO WEAR,CLASSIFICATIONS
10078423,612000000000,1207869473,6/20/2016,07/09/2016,55.99,1,55.99,1,55.99,"27,44,464",READY TO WEAR,CLASSIFICATIONS
10902154,890000000000,1260688563,10/13/2016,,37.49,1,37.49,,,"29,42,987",READY TO WEAR,SPECIAL SIZES
10902154,890000000000,1260688047,10/13/2016,10/21/2016,37.49,1,37.49,1,37.49,"29,42,987",READY TO WEAR,SPECIAL SIZES
14091583,889000000000,1197514299,4/22/2016,06/08/2016,29.99,1,29.99,1,29.99,"25,18,114",CENTER CORE,HANDBAGS & ACCESSORIES
14091583,889000000000,1199153058,4/30/2016,,22.49,1,22.49,,,"25,18,114",CENTER CORE,HANDBAGS & ACCESSORIES
12399836,91208921358,1280994840,11/02/2016,11/30/2016,79.99,1,79.99,1,79.99,"25,20,807",READY TO WEAR,MISSY TOTAL ACTIVE
12399836,91208921358,1221102726,08/06/2016,11/30/2016,79.99,1,79.99,1,79.99,"25,20,807",READY TO WEAR,MISSY TOTAL ACTIVE
11520675,71691496694,1215857394,7/26/2016,,7.78,1,7.78,,,"28,26,578",HOME,SOFT HOME
11520675,71691496694,1218547218,08/01/2016,,9.59,1,9.59,,,"28,26,578",HOME,SOFT HOME
12941273,706000000000,1206607718,6/13/2016,07/01/2016,27.83,1,27.83,1,27.83,"27,55,747",READY TO WEAR,COLLECTIONS RTW
12941273,706000000000,1206241037,06/11/2016,6/20/2016,39.75,1,39.75,1,39.75,"27,55,747",READY TO WEAR,COLLECTIONS RTW
10316608,841000000000,1205598969,06/07/2016,6/19/2016,11.99,1,11.99,1,9.67,"26,93,451",READY TO WEAR,MILLENNIAL/DENIM
10316608,841000000000,1206294559,06/12/2016,,6.99,1,6.99,,,"26,93,451",READY TO WEAR,MILLENNIAL/DENIM
11247684,706000000000,1201882425,5/15/2016,,17.99,1,17.99,,,"26,93,721",READY TO WEAR,SPECIAL SIZES
11247684,706000000000,1200749069,05/07/2016,,24.99,1,24.99,,,"26,93,721",READY TO WEAR,SPECIAL SIZES
10004401,190000000000,BJ16280522127,08/02/2016,8/19/2016,21.99,1,21.99,1,21.99,"27,26,526",READY TO WEAR,COLLECTIONS RTW
10004401,190000000000,1216546692,7/27/2016,08/03/2016,21.99,1,21.99,1,21.99,"27,26,526",READY TO WEAR,COLLECTIONS RTW
14048530,721000000000,1246073590,11/01/2016,,68.08,2,136.16,,,"28,14,632",CENTER CORE,WOMENS SHOES
14048530,721000000000,1252492266,10/02/2016,,63.99,1,63.99,,,"28,14,632",CENTER CORE,WOMENS SHOES
10555873,706000000000,1234694616,09/02/2016,09/09/2016,10.39,1,10.39,1,10.39,"28,19,467",READY TO WEAR,CASUAL RTW
10555873,706000000000,1236232623,09/05/2016,12/05/2016,10.39,1,10.39,1,10.39,"28,19,467",READY TO WEAR,CASUAL RTW
14787268,653000000000,1206172987,06/11/2016,6/23/2016,150,1,150,1,150,"28,20,213",READY TO WEAR,CLASSIFICATIONS
14787268,653000000000,1206693178,6/13/2016,,119,1,119,,,"28,20,213",READY TO WEAR,CLASSIFICATIONS
10038688,889000000000,1259514690,10/10/2016,,116,1,116,,,"27,59,644",MENS & KIDS,TOTAL MENS
10038688,889000000000,1247867541,9/26/2016,11/11/2016,116,1,116,1,116,"27,59,644",MENS & KIDS,TOTAL MENS
10873856,791000000000,DP16871183656,7/28/2016,,22.99,1,22.99,,,"27,08,173",MENS & KIDS,TOTAL CHILDRENS
10873856,791000000000,DP16970414762,07/09/2016,08/03/2016,22.99,1,22.99,1,22.99,"27,08,173",MENS & KIDS,TOTAL CHILDRENS
10438320,884000000000,1195670310,4/16/2016,,99.99,1,99.99,,,"27,08,772",READY TO WEAR,CLASSIFICATIONS
10438320,884000000000,1195840238,4/16/2016,4/25/2016,99.99,1,99.99,1,99.99,"27,08,772",READY TO WEAR,CLASSIFICATIONS
14491581,191000000000,1312527576,11/26/2016,12/03/2016,126.99,1,126.99,1,126.99,"29,55,812",READY TO WEAR,CLASSIFICATIONS
14491581,191000000000,1313380008,11/26/2016,,126.99,1,126.99,,,"29,55,812",READY TO WEAR,CLASSIFICATIONS
15790028,706000000000,1207158139,6/16/2016,6/22/2016,19.19,1,19.19,1,19.19,"27,66,560",READY TO WEAR,SPECIAL SIZES
15790028,706000000000,1218568425,08/01/2016,08/05/2016,23.99,1,23.99,1,23.99,"27,66,560",READY TO WEAR,SPECIAL SIZES
10524900,889000000000,1205450312,06/07/2016,6/28/2016,49.5,1,49.5,1,49.5,"27,70,181",READY TO WEAR,SPECIAL SIZES
10524900,889000000000,1200132175,05/03/2016,05/07/2016,35.99,1,35.99,1,35.99,"27,70,181",READY TO WEAR,SPECIAL SIZES
11783500,706000000000,1204330453,5/30/2016,,8.39,1,8.39,,,"27,72,638",CENTER CORE,INTIMATE APPAREL/HOSIERY
11783500,706000000000,1205145547,06/04/2016,,10.07,1,10.07,,,"27,72,638",CENTER CORE,INTIMATE APPAREL/HOSIERY
14700519,706000000000,1202930904,5/21/2016,5/25/2016,10.5,1,10.5,1,10.5,"27,73,480",CENTER CORE,INTIMATE APPAREL/HOSIERY
14700519,706000000000,1203711641,5/25/2016,6/26/2016,10.5,1,10.5,1,10.5,"27,73,480",CENTER CORE,INTIMATE APPAREL/HOSIERY
11172622,638000000000,1358848305,12/28/2016,,33.99,1,33.99,,,"28,40,356",READY TO WEAR,CASUAL RTW
11172622,638000000000,1262042982,10/17/2016,,41.99,1,41.99,,,"28,40,356",READY TO WEAR,CASUAL RTW
14893592,636000000000,1217233143,7/30/2016,08/05/2016,29.58,1,29.58,1,29.58,"28,41,297",HOME,SOFT HOME
14893592,636000000000,1215535191,7/27/2016,08/01/2016,29.58,1,29.58,1,29.58,"28,41,297",HOME,SOFT HOME
13911111,823000000000,1259534110,11/21/2016,12/05/2016,28.79,1,28.79,1,28.79,"28,42,439",READY TO WEAR,CASUAL RTW
13911111,823000000000,1306367712,11/24/2016,12/02/2016,19.99,1,19.99,1,19.99,"28,42,439",READY TO WEAR,CASUAL RTW
14891833,889000000000,1221069429,08/06/2016,9/24/2016,23.99,1,23.99,1,23.99,"25,38,002",CENTER CORE,WOMENS SHOES
14891833,889000000000,1231843659,8/28/2016,,17.99,1,17.99,,,"25,38,002",CENTER CORE,WOMENS SHOES
13368578,706000000000,1195748425,4/16/2016,,19.99,1,19.99,,,"25,40,833",READY TO WEAR,CASUAL RTW
13368578,706000000000,1197160113,4/20/2016,,15.8,1,15.8,,,"25,40,833",READY TO WEAR,CASUAL RTW
10291118,690000000000,1203759137,5/27/2016,06/01/2016,69,1,69,1,69,"27,45,929",READY TO WEAR,CLASSIFICATIONS
10291118,690000000000,1233000687,09/01/2016,09/09/2016,55.2,1,55.2,1,55.2,"27,45,929",READY TO WEAR,CLASSIFICATIONS
11627112,633000000000,1206502722,06/12/2016,,35,1,35,,,"27,49,007",CENTER CORE,WOMENS SHOES
11627112,633000000000,1204886352,06/02/2016,,30,1,30,,,"27,49,007",CENTER CORE,WOMENS SHOES
10412399,42429540316,KS16911023590,11/29/2016,,74.25,1,74.25,,,"27,50,392",CENTER CORE,FASHION JEWELRY / WATCHES
10412399,42429540316,KS16710713962,11/27/2016,,74,1,74,,,"27,50,392",CENTER CORE,FASHION JEWELRY / WATCHES
12471599,42694347665,1333692858,12/08/2016,12/13/2016,14.24,1,14.24,1,14.24,"29,67,033",HOME,SOFT HOME
12471599,42694347665,1341913665,12/13/2016,12/16/2016,16.16,1,16.16,1,16.16,"29,67,033",HOME,SOFT HOME
13955496,706000000000,1252398409,11/09/2016,11/15/2016,63.2,1,63.2,1,63.2,"29,68,796",READY TO WEAR,CLASSIFICATIONS
13955496,706000000000,1304897676,11/23/2016,12/01/2016,49.99,1,49.99,1,49.99,"29,68,796",READY TO WEAR,CLASSIFICATIONS
14450735,888000000000,1200924044,05/07/2016,,15.99,1,15.99,,,"27,18,266",READY TO WEAR,CASUAL RTW
14450735,888000000000,1199639058,05/02/2016,5/20/2016,19.49,1,19.49,1,19.49,"27,18,266",READY TO WEAR,CASUAL RTW
13329994,888000000000,1190752575,3/28/2016,,22.99,1,22.99,,,"27,18,266",READY TO WEAR,CASUAL RTW
13329994,888000000000,1191949494,04/03/2016,,22.99,1,22.99,,,"27,18,266",READY TO WEAR,CASUAL RTW
12650725,781000000000,1208909127,6/25/2016,7/14/2016,10.99,2,21.98,2,21.98,"27,18,495",MENS & KIDS,TOTAL CHILDRENS
12650725,781000000000,1211109164,07/12/2016,,8.24,2,16.48,,,"27,18,495",MENS & KIDS,TOTAL CHILDRENS
10666352,883000000000,1194670247,4/13/2016,,10.99,4,43.96,,,"25,47,994",HOME,SOFT HOME
10666352,883000000000,1194739842,4/13/2016,,10.99,6,65.94,,,"25,47,994",HOME,SOFT HOME
10419130,740000000000,1199944223,05/03/2016,5/19/2016,44.25,1,44.25,1,44.25,"25,49,175",CENTER CORE,WOMENS SHOES
10419130,740000000000,1195975880,4/16/2016,05/04/2016,47.2,1,47.2,1,47.2,"25,49,175",CENTER CORE,WOMENS SHOES
10681688,823000000000,1205447994,06/06/2016,,29.99,1,29.99,,,"27,78,805",READY TO WEAR,CASUAL RTW
10681688,823000000000,1209859149,07/02/2016,,11.99,1,11.99,,,"27,78,805",READY TO WEAR,CASUAL RTW
11952110,732000000000,1282199265,11/03/2016,,40.29,1,40.29,,,"28,53,609",CENTER CORE,WOMENS SHOES
11952110,732000000000,DG16310282133,11/03/2016,,33.18,1,33.18,,,"28,53,609",CENTER CORE,WOMENS SHOES
10527727,667000000000,1234184016,09/02/2016,9/27/2016,31.19,1,31.19,1,31.19,"28,54,587",READY TO WEAR,SPECIAL SIZES
10527727,667000000000,1232267532,8/29/2016,09/08/2016,52.99,1,52.99,1,52.99,"28,54,587",READY TO WEAR,SPECIAL SIZES
11302293,706000000000,VF16450211377,5/14/2016,5/27/2016,29.63,1,29.63,1,29.63,"27,55,230",READY TO WEAR,COLLECTIONS RTW
11302293,706000000000,1202817460,5/19/2016,5/27/2016,31.6,1,31.6,1,31.6,"27,55,230",READY TO WEAR,COLLECTIONS RTW
12842072,889000000000,1206609769,06/12/2016,,69.99,1,69.99,,,"29,73,337",CENTER CORE,WOMENS SHOES
12842072,889000000000,1197522257,4/24/2016,6/27/2016,74.99,1,74.99,1,74.99,"29,73,337",CENTER CORE,WOMENS SHOES
13925741,88541374699,1377060078,1/26/2017,,23.99,2,47.98,,,"29,73,744",MENS & KIDS,TOTAL MENS
13925741,88541374699,1374274560,1/23/2017,,29.99,2,59.98,,,"29,73,744",MENS & KIDS,TOTAL MENS
10920825,841000000000,1357787625,12/26/2016,1/18/2017,68,1,68,1,68,"29,75,149",CENTER CORE,INTIMATE APPAREL/HOSIERY
10920825,841000000000,1355441697,12/25/2016,01/10/2017,68,1,68,1,68,"29,75,149",CENTER CORE,INTIMATE APPAREL/HOSIERY
10460522,636000000000,1199593798,05/02/2016,,107.99,1,107.99,,,"17,39,657",HOME,SOFT HOME
10460522,636000000000,1210492765,07/09/2016,,129.59,1,129.59,,,"17,39,657",HOME,SOFT HOME
14045563,889000000000,AS16480382191,8/24/2016,,35.99,1,35.99,,,"27,21,158",READY TO WEAR,CASUAL RTW
14045563,889000000000,AS16480311928,8/24/2016,,35.99,1,35.99,,,"27,21,158",READY TO WEAR,CASUAL RTW
14605105,190000000000,1206540732,06/12/2016,6/21/2016,52.49,1,52.49,1,52.49,"27,25,779",READY TO WEAR,CASUAL RTW
14605105,190000000000,1209866385,07/01/2016,7/30/2016,44.99,1,44.99,1,44.99,"27,25,779",READY TO WEAR,CASUAL RTW
13098996,706000000000,1206193801,06/11/2016,6/25/2016,9.59,2,19.18,2,19.18,"27,57,690",READY TO WEAR,CASUAL RTW
13098996,706000000000,1205407218,06/06/2016,,9.59,2,19.18,,,"27,57,690",READY TO WEAR,CASUAL RTW
14680998,191000000000,1341851958,12/13/2016,12/24/2016,28.99,1,28.99,1,28.99,"29,76,051",READY TO WEAR,COLLECTIONS RTW
14680998,191000000000,1338388320,12/09/2016,12/24/2016,36.99,1,36.99,1,36.99,"29,76,051",READY TO WEAR,COLLECTIONS RTW
14680998,191000000000,1331643747,12/06/2016,12/24/2016,38.49,1,38.49,1,38.49,"29,76,051",READY TO WEAR,COLLECTIONS RTW
14680998,191000000000,1344395640,12/14/2016,,28.99,1,28.99,,,"29,76,051",READY TO WEAR,COLLECTIONS RTW
15596530,774000000000,1232771253,8/29/2016,11/25/2016,34,1,34,1,34,"29,78,859",BEAUTY,COSMETICS
15596530,774000000000,1304075865,11/23/2016,,20.4,1,20.4,,,"29,78,859",BEAUTY,COSMETICS
10146253,706000000000,1336217307,12/09/2016,,12.99,1,12.99,,,"27,82,786",READY TO WEAR,SPECIAL SIZES
10146253,706000000000,1241684739,9/16/2016,10/07/2016,19.99,1,19.99,1,19.99,"27,82,786",READY TO WEAR,SPECIAL SIZES
10864531,848000000000,DH16860150270,06/08/2016,6/20/2016,24.99,1,24.99,1,24.99,"27,28,715",HOME,SOFT HOME
10864531,848000000000,DH16160372638,6/21/2016,,19.99,1,19.99,,,"27,28,715",HOME,SOFT HOME
11874696,706000000000,1208787652,6/25/2016,,19.99,1,19.99,,,"27,30,871",READY TO WEAR,COLLECTIONS RTW
11874696,706000000000,1205148782,06/04/2016,7/17/2016,19.75,1,19.75,1,19.75,"27,30,871",READY TO WEAR,COLLECTIONS RTW
11767787,706000000000,1245439539,9/21/2016,,34.39,1,34.39,,,"25,62,549",MENS & KIDS,TOTAL MENS
11767787,706000000000,1234888959,09/04/2016,10/02/2016,42.99,1,42.99,1,42.99,"25,62,549",MENS & KIDS,TOTAL MENS
11864133,789000000000,1281899262,11/03/2016,1/16/2017,27.99,1,27.99,1,27.99,"29,82,370",READY TO WEAR,SPECIAL SIZES
11864133,789000000000,1282289538,11/03/2016,,27.99,1,27.99,,,"29,82,370",READY TO WEAR,SPECIAL SIZES
10292468,190000000000,1318018956,11/28/2016,,37.49,1,37.49,,,"27,86,054",MENS & KIDS,TOTAL CHILDRENS
10292468,190000000000,1317963261,11/28/2016,12/08/2016,27.49,1,27.49,1,27.49,"27,86,054",MENS & KIDS,TOTAL CHILDRENS
10292468,190000000000,1318288812,11/28/2016,12/08/2016,37.49,1,37.49,1,37.49,"27,86,054",MENS & KIDS,TOTAL CHILDRENS
11157653,706000000000,1221791577,08/08/2016,,25.59,1,25.59,,,"27,64,636",READY TO WEAR,CASUAL RTW
11157653,706000000000,1204333246,5/29/2016,,19.32,1,19.32,,,"27,64,636",READY TO WEAR,CASUAL RTW
10548584,888000000000,1211287752,07/12/2016,,4.33,1,4.33,,,"27,40,542",CENTER CORE,INTIMATE APPAREL/HOSIERY
10548584,888000000000,1191827138,04/01/2016,,6,1,6,,,"27,40,542",CENTER CORE,INTIMATE APPAREL/HOSIERY
12708940,841000000000,1220155416,08/05/2016,09/11/2016,55.99,1,55.99,1,55.99,"28,47,307",READY TO WEAR,SPECIAL SIZES
12708940,841000000000,1218358632,08/01/2016,09/11/2016,63.19,1,63.19,1,63.19,"28,47,307",READY TO WEAR,SPECIAL SIZES
10987575,888000000000,1218816543,08/01/2016,08/07/2016,119.99,1,119.99,1,119.99,"28,48,069",READY TO WEAR,MILLENNIAL/DENIM
10987575,888000000000,1219889952,08/03/2016,,99.99,1,99.99,,,"28,48,069",READY TO WEAR,MILLENNIAL/DENIM
13985788,190000000000,1249474260,9/29/2016,10/08/2016,39.99,1,39.99,1,39.99,"28,51,777",READY TO WEAR,CASUAL RTW
